title,url
Samsung Galaxy S4 i9500 Smartphone + FREE Flip Cover,https://www.bidorbuy.co.za/item/304784025/Samsung_Galaxy_S4_i9500_Smartphone_FREE_Flip_Cover.html
Samsung Galaxy A5 (2016) | 16GB |,https://www.bidorbuy.co.za/item/308323244/Samsung_Galaxy_A5_2016_16GB.html
Samsung Galaxy S6 Edge! 64GB! SM925! Black sapphire,https://www.bidorbuy.co.za/item/308325591/Samsung_Galaxy_S6_Edge_64GB_SM925_Black_sapphire.html
*LATE ENTRY* SAMSUNG S7 FLAT,https://www.bidorbuy.co.za/item/308444739/_LATE_ENTRY_SAMSUNG_S7_FLAT.html
Samsung Galaxy A5 *Like New*,https://www.bidorbuy.co.za/item/306280745/Samsung_Galaxy_A5_Like_New.html
Samsung Galaxy S6,https://www.bidorbuy.co.za/item/308087731/Samsung_Galaxy_S6.html
Samsung Galaxy Note 3 32Gb,https://www.bidorbuy.co.za/item/308169811/Samsung_Galaxy_Note_3_32Gb.html
Samsung Galaxy Trend Plus !!!!  BARGAIN!!!!! LIKE NEW!!!!!,https://www.bidorbuy.co.za/item/307730108/Samsung_Galaxy_Trend_Plus_BARGAIN_LIKE_NEW.html
"Samsung Galaxy S6, Sapphire Black, 32GB, in very good condition.",https://www.bidorbuy.co.za/item/308297023/Samsung_Galaxy_S6_Sapphire_Black_32GB_in_very_good_condition.html
Samsung Galaxy S6 White (SM-G920F) * FREE WIRELESS CHARGER *,https://www.bidorbuy.co.za/item/306312896/Samsung_Galaxy_S6_White_SM_G920F_FREE_WIRELESS_CHARGER.html
